id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28613174,6MinTrainLivingRoomMaimonidesLutheranIndustryCity,215884830,Magdalena,Brooklyn,Sunset Park,40.65167,-74.00624,Private room,50,1,22,6/21/2019,2.28,4,169
28659175,Spacious Private Bedroom in the heart of Bushwick!,216235179,Nina,Brooklyn,Bushwick,40.69933,-73.92079,Private room,50,30,0,,,17,327
28660257,Gorgeous Bedroom in the heart of Bushwick Him-3R-3,216235179,Nina,Brooklyn,Bushwick,40.70161,-73.91922,Private room,50,30,1,7/1/2019,1,17,184
28661332,Gorgeous Bedroom in the heart of Bushwick Him-3R-1,216235179,Nina,Brooklyn,Bushwick,40.70026,-73.92026,Private room,50,30,0,,,17,315
28661704,Gorgeous Bedroom in the heart of Bushwick Him-3R-2,216235179,Nina,Brooklyn,Bushwick,40.70082,-73.91859,Private room,50,30,2,6/30/2019,0.47,17,319
28661866,Gorgeous Bedroom in the heart of Bushwick Him-3R-4,216235179,Nina,Brooklyn,Bushwick,40.70124,-73.92013,Private room,50,30,0,,,17,131
28713390,Private Open Space,216586341,Joe,Brooklyn,Crown Heights,40.67172,-73.95031,Entire home/apt,50,3,3,11/7/2018,0.33,1,0
28751375,Cozy Room in Brooklyn- Sunset Park,211353692,Josie,Brooklyn,Sunset Park,40.64634,-74.01419,Private room,50,2,8,2/8/2019,0.86,2,0
28867268,Spacious Room in well Loved East Williamsburg Home,26880156,Patrick,Brooklyn,Bushwick,40.70452,-73.92917,Private room,50,2,3,11/12/2018,0.35,1,32
28917505,Small room for 1 Person-Best Value,35927005,Kathy,Brooklyn,Borough Park,40.63448,-74.00563,Private room,50,1,2,6/20/2019,0.24,10,365
28918405,Nice Couple in A Walk in Basement with Window,35927005,Kathy,Brooklyn,Borough Park,40.63416,-74.00722,Private room,50,2,0,,,10,365
28941808,Just Like Home!,8518665,Kevin,Brooklyn,Bedford-Stuyvesant,40.69339,-73.95881,Private room,50,2,42,6/22/2019,5.02,3,17
28952183,Cozy private room in spacious Brooklyn Apartment,19899115,Libby,Brooklyn,Crown Heights,40.67759,-73.9523,Private room,50,2,6,12/10/2018,0.69,2,0
28958489,Cosy room on the ocean beach.,93315723,ÐÐ½Ð¸Ñ‚Ð°,Brooklyn,Brighton Beach,40.57795,-73.9616,Private room,50,2,27,6/26/2019,3.18,1,71
28985951,Spacious private bedroom and kitchen in Bedstuy,140671636,Brianna,Brooklyn,Bedford-Stuyvesant,40.68302,-73.94897,Private room,50,2,5,4/29/2019,0.56,1,0
29000338,Shared Room 4 FEMALE Guests 30mins to Manhattan-4,172369331,Abby,Brooklyn,Sheepshead Bay,40.59658,-73.95944,Shared room,50,7,6,5/17/2019,0.7,10,311
29082734,Sublet - Queen size bedroom in Bushwick,104351616,Ben,Brooklyn,Bushwick,40.70166,-73.93062,Private room,50,5,0,,,1,0
29150743,Spacious Apartment with a View in Williamsburg,7912469,Pedro,Brooklyn,Williamsburg,40.70695,-73.94913,Private room,50,2,3,11/15/2018,0.34,1,0
29152037,"Private artist bedroom in Bushwick, Brooklyn",219669515,Sasha,Brooklyn,Bushwick,40.70328,-73.92006,Private room,50,2,6,6/19/2019,5.62,1,10
29209379,"Green Rm,4 bdrm House Medical & Professional ONLY",214611101,Myra,Brooklyn,Kensington,40.638,-73.97652,Private room,50,30,1,12/1/2018,0.14,4,130
29209396,Room with King sized bed in the heart of Bushwick,200182757,Rosie,Brooklyn,Bushwick,40.70696,-73.9199,Private room,50,2,31,6/20/2019,3.86,2,273
29310612,Room for rent! 3 bed / 2 bath. G train,220806520,Ignacio,Brooklyn,Bedford-Stuyvesant,40.69279,-73.94654,Private room,50,10,0,,,1,359
29312347,6MinTrainsCozySmallRMaimonidesLutheranIndustryCity,215884830,Magdalena,Brooklyn,Sunset Park,40.65047,-74.00403,Private room,50,1,23,6/30/2019,2.63,4,327
29451949,Bushwick Room,65411833,Steve,Brooklyn,Bushwick,40.69016,-73.91075,Private room,50,30,0,,,1,0
29487162,"Cozy Room In The Heart Of Bushwick, Brooklyn",62925063,Andrea,Brooklyn,Bushwick,40.70167,-73.93308,Private room,50,1,3,5/17/2019,0.36,2,342
29538751,Private bed in a huge apartment! Him-1R-1,216235179,Nina,Brooklyn,Bushwick,40.70114,-73.91879,Private room,50,30,1,5/4/2019,0.45,17,365
29539167,Private Bedroom in Bushwick Him-1R-2,216235179,Nina,Brooklyn,Bushwick,40.69992,-73.92013,Private room,50,30,1,4/22/2019,0.38,17,326
29539744,Amazing Bedroom in Brooklyn Him-1R-3,216235179,Nina,Brooklyn,Bushwick,40.70156,-73.91913,Private room,50,30,0,,,17,268
29539982,Private Bedroom in the heart of Bushwick Him-1R-4,216235179,Nina,Brooklyn,Bushwick,40.70091,-73.92003,Private room,50,30,2,5/25/2019,0.52,17,333
29540204,Gorgeous Bedroom on Himrod! Him-1R-5,216235179,Nina,Brooklyn,Bushwick,40.70154,-73.91873,Private room,50,30,0,,,17,325
29570920,Nice bedroom in Brooklyn !,15989323,Lea,Brooklyn,Williamsburg,40.7068,-73.94439,Private room,50,4,2,1/3/2019,0.31,1,0
29610605,â™€ New Large Sunny Room close to  Express Train,204852306,Dee,Brooklyn,Bedford-Stuyvesant,40.67854,-73.93204,Private room,50,15,2,10/29/2018,0.24,14,0
29679464,The perfect resting stop,144167745,Maria,Brooklyn,Sunset Park,40.64335,-74.02255,Private room,50,2,39,6/30/2019,6.19,1,31
29704955,Huge Room Right by the Myrtle JMZ,63966927,Hope,Brooklyn,Bedford-Stuyvesant,40.6956,-73.93739,Private room,50,1,5,6/22/2019,0.65,1,188
29738563,Cozy private room in the heart of Bushwick,223723845,Antonieta,Brooklyn,Bushwick,40.70717,-73.92126,Private room,50,4,3,4/30/2019,0.42,1,40
29753642,Comfortable room in family home in Brooklyn!,11880311,Aileen,Brooklyn,Carroll Gardens,40.68261,-73.99097,Private room,50,2,6,5/4/2019,1.1,2,0
29833375,Brooklyn Loft Bedroom II,30346705,Soeun & Rolando,Brooklyn,Bedford-Stuyvesant,40.69086,-73.95955,Private room,50,1,42,7/1/2019,5.38,2,57
29903897,Spacious room with a double bed in heart of BK,222581357,Stella,Brooklyn,Bushwick,40.69243,-73.91528,Private room,50,30,51,6/10/2019,6.32,3,227
29937451,Barrett â€˜s Family home,120245209,Heidi,Brooklyn,Canarsie,40.63642,-73.89532,Private room,50,1,6,5/24/2019,0.77,2,281
29956865,Furnished room in Crown Heights Brooklyn,34514781,Caroline,Brooklyn,Crown Heights,40.67442,-73.95165,Private room,50,7,1,12/17/2018,0.15,1,0
29978942,Marcusâ€™s place,43434770,Marcus,Brooklyn,Bedford-Stuyvesant,40.69522,-73.94027,Private room,50,7,1,4/19/2019,0.37,1,0
29992271,Bright & Spacious Bushwick Bedroom,4024013,Dan,Brooklyn,Bushwick,40.69696,-73.93024,Private room,50,14,4,6/25/2019,1.21,1,129
29995977,Private room in two floor apartment w/ back yard,2458913,Richard,Brooklyn,Bushwick,40.70183,-73.92028,Private room,50,1,1,11/13/2018,0.13,1,66
30009701,Fast Commute - SUNNY PRIVATE ROOM  in luxury BK,188949327,Criselis,Brooklyn,Bedford-Stuyvesant,40.68986,-73.9249,Private room,50,1,6,4/29/2019,1,1,0
30065616,"Bright Room, next to subway, 15 mins to NYC",737641,Sasha,Brooklyn,Bushwick,40.69874,-73.93589,Private room,50,2,30,6/25/2019,3.98,1,0
30071646,Bright Spacious Brooklyn Room with Living Room,38250051,Carrie,Brooklyn,Sunset Park,40.65978,-73.99406,Private room,50,3,3,4/7/2019,0.43,1,0
30084665,Fuhgettaboutit! No hidden fees+HBOShowtime-1 guest,37401126,Leah,Brooklyn,East Flatbush,40.64251,-73.93926,Private room,50,2,32,6/24/2019,4.47,4,358
30103232,Welcome to the private LOVE NEST in BUSHWICK!!!,9834068,Toni,Brooklyn,Bushwick,40.69726,-73.91587,Private room,50,2,19,6/7/2019,2.52,1,5
30105018,Bushwick Artist Loft in Converted Factory,226204224,Allyson,Brooklyn,Bushwick,40.6991,-73.92338,Private room,50,1,7,12/30/2018,0.93,1,0
30109765,"Nice & quiet,clean & neat, all including hostel",95958773,Maryna,Brooklyn,Brighton Beach,40.57811,-73.96004,Shared room,50,1,0,,,3,365
30132025,Room for 3 and 5 minute walk to train!,105248014,Kevin,Brooklyn,East Flatbush,40.64574,-73.94675,Private room,50,1,46,7/5/2019,6.03,2,34
30148490,"Beautiful, large Vinegar Hill apartment.",226517382,Caspar,Brooklyn,Navy Yard,40.70159,-73.9801,Private room,50,6,1,12/20/2018,0.15,1,0
30148548,Cozy Bushwick Room for the holiday season!,198445878,Kevin,Brooklyn,Bushwick,40.70131,-73.93039,Private room,50,1,0,,,1,0
30151378,1min from the subway station 20min to Manhattan,55468128,Reina,Brooklyn,Bedford-Stuyvesant,40.69107,-73.95597,Private room,50,1,13,6/23/2019,1.74,7,264
30175606,"Quiet, Large, & Cozy Bedroom in Bushwick Apt - 3",9864136,Anthony,Brooklyn,Bushwick,40.68513,-73.91385,Private room,50,30,0,,,26,365
30209958,Lovely exposed brick room to rent in Williamsburg,27716292,Ianthe,Brooklyn,Williamsburg,40.71225,-73.94961,Private room,50,2,2,7/1/2019,0.92,1,0
30230938,Modern looking private room in Brooklyn's heart,48692009,Luc,Brooklyn,Flatbush,40.64627,-73.95396,Private room,50,1,0,,,1,0
30235527,*Hospitable room for the traveler!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68249,-73.91276,Private room,50,3,3,5/5/2019,0.73,10,333
30264393,Hendrix Upstairs Oasis Rm #3,105878573,Tonisha,Brooklyn,East New York,40.66522,-73.88686,Private room,50,1,20,5/31/2019,2.82,5,62
30265098,Private Room in Brooklyn Near Subway,3445172,Maha,Brooklyn,Prospect-Lefferts Gardens,40.66383,-73.94907,Private room,50,12,2,5/15/2019,0.32,1,0
30272428,Brooklyn Jade,126176275,Audrey,Brooklyn,East Flatbush,40.63685,-73.93094,Private room,50,4,12,6/4/2019,1.78,4,62
30283630,Alexander's Lofted Bedroom with Private Entrance,103615271,Alexander,Brooklyn,Bedford-Stuyvesant,40.69657,-73.93536,Private room,50,21,1,6/4/2019,0.86,1,10
30296364,Newly renovated place for students and young proâ€™s,227548199,Abi,Brooklyn,Midwood,40.62375,-73.96286,Shared room,50,1,0,,,1,85
30347034,Cute cozy home in south slope!!,208938947,Radha,Brooklyn,Sunset Park,40.66388,-73.99475,Private room,50,31,0,,,1,0
30347852,Huge room in Bushwick apt. 20 mins from Manhattan,40004714,Ruth,Brooklyn,Bushwick,40.69504,-73.93061,Private room,50,2,13,6/23/2019,1.83,2,11
30354304,Private room in spacious BK community w/ parking,3285978,Nicole,Brooklyn,Bedford-Stuyvesant,40.69998,-73.94369,Private room,50,1,5,1/13/2019,0.71,2,0
30367724,Cozy private room in Williamsburg,228000501,Dylan,Brooklyn,Williamsburg,40.70996,-73.96495,Private room,50,3,6,6/30/2019,0.82,1,38
30417877,Private Room #2 in Brooklyn,25077909,Carlos,Brooklyn,Bedford-Stuyvesant,40.69044,-73.92636,Private room,50,3,10,6/26/2019,1.59,2,235
30418770,Beautiful bedroom in a 3 bedroom apartment,221645033,Afrah,Brooklyn,Bushwick,40.69947,-73.92006,Private room,50,1,1,6/25/2019,1,5,333
30424508,Bright + cozy room in leafy Williamsburg apartment,383623,Melissa,Brooklyn,Williamsburg,40.71239,-73.95419,Private room,50,5,4,6/24/2019,0.56,1,12
30475015,Room in Charming Brooklyn Apartment,37860219,Rebecca,Brooklyn,Bushwick,40.70086,-73.9403,Private room,50,2,4,5/7/2019,0.71,2,7
30541504,"Spacious, sunny room in hip neighbourhood!",21132706,Gjermund,Brooklyn,Bedford-Stuyvesant,40.69492,-73.94958,Private room,50,3,0,,,1,25
30553339,Spacious Brooklyn Apartment,229115651,Jeremy,Brooklyn,Bushwick,40.69632,-73.92908,Private room,50,5,0,,,1,0
30555359,YOUR BROOKLYN HOME!  COZY + COMFY + CONVENIENT!B/2,229147376,Melly,Brooklyn,Bedford-Stuyvesant,40.68612,-73.95806,Private room,50,15,2,5/25/2019,0.85,11,189
30587250,Best Stuy!,114003480,Noah,Brooklyn,Bedford-Stuyvesant,40.69353,-73.94375,Private room,50,2,0,,,1,220
30643610,Small clean cosy minimalist FEMALE ONLY -Bushwick,94113622,Darlene,Brooklyn,Bushwick,40.70138,-73.92365,Private room,50,7,1,5/26/2019,0.68,2,48
30655067,Skyline Views in Williamsburg 4Br,85315237,Matthew,Brooklyn,Williamsburg,40.70971,-73.94804,Private room,50,4,1,12/27/2018,0.15,1,0
30692398,Large bright room in the heart of Bushwick,51431600,AurÃ©lie,Brooklyn,Bushwick,40.70134,-73.92111,Private room,50,5,1,1/3/2019,0.16,1,0
30769650,Private Room in Two-Bedroom Brooklyn Apartment,214130808,Karen Jennifer & Jan,Brooklyn,Bay Ridge,40.6224,-74.02428,Private room,50,1,17,6/12/2019,2.71,1,311
30850620,BROOKLYN : PRIVATE ROOM +BATHROOM,27264437,Hortense,Brooklyn,Bedford-Stuyvesant,40.69534,-73.93338,Private room,50,6,1,1/21/2019,0.18,2,0
30882631,"Private bedroom in BK community, w/ parking",3285978,Nicole,Brooklyn,Bedford-Stuyvesant,40.6999,-73.94406,Private room,50,1,3,1/1/2019,0.46,2,0
30950818,"1 Bedroom, Comfortable Large Brownstone apt",85165113,LaTasha,Brooklyn,Bedford-Stuyvesant,40.68358,-73.91775,Entire home/apt,50,3,11,7/3/2019,1.69,2,26
31121209,Industrialized in the City (1 guest only),37401126,Leah,Brooklyn,East Flatbush,40.64206,-73.94059,Private room,50,2,17,6/28/2019,3.57,4,318
31210579,Private bedroom with a personal backyard,201752118,Dishank,Brooklyn,Bedford-Stuyvesant,40.69719,-73.94315,Private room,50,7,0,,,1,0
31247718,Spacious lovely clean private room in Brooklyn,34556469,Zhansaya,Brooklyn,Gravesend,40.60663,-73.97638,Private room,50,1,0,,,2,0
31438520,"Kozzy in Clinton Hill Brooklyn, NY,",1290193,Henry,Brooklyn,Bedford-Stuyvesant,40.68617,-73.95927,Private room,50,4,3,5/28/2019,1.76,1,365
31485528,Small Private Room with backyard,38757148,Daniel,Brooklyn,Bedford-Stuyvesant,40.68937,-73.94291,Private room,50,2,14,6/20/2019,2.46,1,5
31486707,Beautiful Loft sublet with community in Brooklyn,33120658,Maku,Brooklyn,Williamsburg,40.70505,-73.934,Private room,50,4,2,5/24/2019,0.42,1,12
31552528,Comfy & Spacious Room in Williamsburg Loft,236432765,Aleks,Brooklyn,Williamsburg,40.71736,-73.95394,Private room,50,2,3,5/3/2019,0.78,2,330
31624832,"Bright, sunny bedroom with backyard",154302755,Vika & Josh,Brooklyn,Bedford-Stuyvesant,40.68803,-73.92601,Private room,50,2,6,5/25/2019,1.15,5,125
31683919,Huge sunny room with private bath,49539959,Alex,Brooklyn,Crown Heights,40.67375,-73.91242,Private room,50,30,5,3/31/2019,0.93,2,0
31818244,Large and Comfy at Prospect Park,4375988,Keturah,Brooklyn,Prospect-Lefferts Gardens,40.65952,-73.95526,Private room,50,1,0,,,3,305
31853354,Room with private bath and shower in boho apt,12470243,Nicolina,Brooklyn,Bushwick,40.69713,-73.93035,Private room,50,15,0,,,1,0
31884029,February room available in cozy Park Slope Apt.,140338526,Kenneth,Brooklyn,Park Slope,40.67042,-73.98508,Private room,50,5,0,,,1,0
31901657,Best Stay in Clean Brand New Penthouse Apartment,161769990,William,Brooklyn,Bedford-Stuyvesant,40.69117,-73.95233,Private room,50,5,2,3/20/2019,0.54,2,0
31984471,private room in artist's home. prime WILLIAMSBURG.,11914004,Kate,Brooklyn,Williamsburg,40.71275,-73.96049,Private room,50,2,5,7/7/2019,1.06,1,0
31993541,Nice bright and quiet room near Prospect park,10174909,Marine,Brooklyn,Crown Heights,40.66415,-73.95169,Private room,50,7,0,,,1,0
32018402,Spacious warm clean private room in the Brooklyn,34556469,Zhansaya,Brooklyn,Gravesend,40.60653,-73.97725,Private room,50,1,0,,,2,0
32045403,Comfortable Private Room in Crown Heights,64213111,Meir,Brooklyn,Prospect-Lefferts Gardens,40.66088,-73.94363,Private room,50,2,0,,,1,0
32240870,"Bright, nice size room in beautiful Brooklyn apt.",1646988,Murat,Brooklyn,Windsor Terrace,40.65302,-73.97357,Private room,50,2,1,6/24/2019,1,1,0
32267097,Cozy room in brand new condo with rooftop & gym,242115790,Esteban,Brooklyn,Greenpoint,40.73394,-73.95174,Private room,50,2,11,6/23/2019,3.33,1,49
32284611,Sun drenched apartment w/ outdoor space.,2201403,Brittany,Brooklyn,Williamsburg,40.71297,-73.95139,Private room,50,30,0,,,1,340
32356476,Brooklyn palace,22749766,Raphael,Brooklyn,Williamsburg,40.7085,-73.94966,Private room,50,1,1,3/11/2019,0.25,1,0
32403665,3rd floor Master Suite,22819324,Patricia,Brooklyn,Bushwick,40.69678,-73.90828,Private room,50,2,1,6/25/2019,1,2,0
32441769,Cozy Room in Huge place in Prospect Heights,10557160,Alex,Brooklyn,Crown Heights,40.675,-73.9631,Private room,50,3,10,6/26/2019,2.19,1,0
32554699,1718åŒä¸ªæˆ¿,119692067,Qiulan,Brooklyn,Sunset Park,40.64333,-74.00227,Private room,50,1,10,6/20/2019,3.16,3,71
32724719,"Quiet and Private Space in Bushwick, Brooklyn",42164373,Gina,Brooklyn,Bushwick,40.70725,-73.91966,Entire home/apt,50,3,1,3/24/2019,0.28,1,0
32741043,Private Room in Historical Clinton Hill/Ft Greene,18318834,Anika,Brooklyn,Clinton Hill,40.69465,-73.96427,Private room,50,2,12,7/7/2019,2.98,1,0
32744084,Sunny Bedroom in Williamsburg,118385679,Nina,Brooklyn,Williamsburg,40.71315,-73.95695,Private room,50,1,12,6/17/2019,3.13,1,13
32788887,A cool bedroom in cool Brooklyn,481630,Sebastian,Brooklyn,Bedford-Stuyvesant,40.68743,-73.94451,Private room,50,7,2,6/30/2019,1.33,2,4
32859066,Bedroom & common area w/ private back yard.,171636572,Keegan,Brooklyn,Bushwick,40.68881,-73.91992,Private room,50,5,18,6/16/2019,7.01,1,12
32876527,"Cozy place to stay, 30 min away from Manhattan.",71968525,Raya,Brooklyn,Borough Park,40.62688,-73.99795,Shared room,50,3,1,3/13/2019,0.25,1,177
32886361,beautifulROOM/Safe&comfortable/ near LG& JFK,169587048,Jay/Carolina Bastidas Family,Brooklyn,Cypress Hills,40.68258,-73.87731,Private room,50,7,1,5/13/2019,0.52,2,365
32892576,New! Sunny Loft/Studio in Greenpoint!,187487947,Diego,Brooklyn,Greenpoint,40.73304,-73.95491,Entire home/apt,50,1,8,5/20/2019,2.47,6,0
32897709,Bedroom in Prime Bushwick,5365438,Elena,Brooklyn,Bushwick,40.70235,-73.92892,Private room,50,3,1,6/5/2019,0.88,1,0
33069533,"Sunny, plant filled, heavenly room",10478551,Lyora,Brooklyn,Clinton Hill,40.68419,-73.96428,Private room,50,10,0,,,1,0
33112929,Prospect Lefferts Garden Private rm 30 min to Nyc,27785287,Bendji,Brooklyn,Flatbush,40.65345,-73.95476,Private room,50,2,6,6/21/2019,1.78,1,2
33364071,Ultra Modern Sleek Sunny Private Bedroom in House,12593328,Jeromy,Brooklyn,East Flatbush,40.64627,-73.93164,Private room,50,3,3,4/29/2019,1.05,3,0
33378475,Cozy room next to the L train,104960784,Lorena,Brooklyn,Bushwick,40.68989,-73.90447,Private room,50,3,1,4/8/2019,0.33,1,0
33419182,Great Room In Bed-stuy! J TRAIN,4669488,James,Brooklyn,Bedford-Stuyvesant,40.69103,-73.92719,Private room,50,3,1,4/18/2019,0.36,2,127
33446295,Furnished Bedroom in House w/ LAUNDRY & GARDEN,251826717,Ryan,Brooklyn,Bedford-Stuyvesant,40.68956,-73.9432,Private room,50,3,6,6/29/2019,2.77,1,0
33457366,Room available in BedStuy condo w/ private yard,35528708,Cindy,Brooklyn,Bedford-Stuyvesant,40.69463,-73.94787,Private room,50,1,1,6/2/2019,0.81,2,0
33496995,New York at its BEST!,247940983,Rhonda,Brooklyn,Flatbush,40.65421,-73.95751,Private room,50,1,3,4/12/2019,0.94,1,358
33578821,Cozy bedroom with patio in  townhouse in Brooklyn,1192659,Leandro And Julia,Brooklyn,Bedford-Stuyvesant,40.68775,-73.9277,Private room,50,4,1,6/16/2019,1,3,23
33582424,"clean  room  with private bath, 10 Mins to city",253047601,Wendy,Brooklyn,Bushwick,40.70092,-73.93732,Private room,50,1,26,7/4/2019,9.07,1,9
33618213,Clean and quiet Brooklyn room 35 mins from Soho,23991239,Ann,Brooklyn,Bedford-Stuyvesant,40.68898,-73.94139,Private room,50,10,1,6/1/2019,0.77,1,246
33654032,A room where you can find peace and rest!,253624959,Eli,Brooklyn,East Flatbush,40.66008,-73.92122,Private room,50,2,5,6/15/2019,2.5,1,304
33689653,Brooklyn Bliss 3,44929652,Lawanne,Brooklyn,East Flatbush,40.64423,-73.94683,Private room,50,2,2,6/24/2019,2,4,356
33744630,Beautiful Park Slope Apartment with outdoor space,99884541,Phil,Brooklyn,South Slope,40.66052,-73.9811,Private room,50,30,0,,,1,0
33832840,"Beautiful, Cozy & Private Bedroom in Bushwick BKLN",11123552,Paola,Brooklyn,Bushwick,40.7011,-73.92194,Private room,50,1,26,7/5/2019,9.4,2,74
33996358,Paper moon private room. Best Bushwick location!,11297371,Maria,Brooklyn,Bushwick,40.69923,-73.93089,Private room,50,2,8,5/30/2019,3.38,2,292
34022664,Couch surfing at the sanctuary,218883687,Parrish,Brooklyn,East Flatbush,40.63964,-73.94362,Shared room,50,1,8,6/30/2019,3,2,365
34150840,Brooklyn Sunny Apartment,25086874,Mono,Brooklyn,Bedford-Stuyvesant,40.69215,-73.94051,Private room,50,1,1,7/2/2019,1,1,51
34179115,Stunning View of Manhattan with Balcony,141510360,Diego,Brooklyn,Park Slope,40.67018,-73.98752,Private room,50,2,2,5/27/2019,1.22,1,102
34222682,Nice sunny room in great part of Bed Stuy,122551862,Marian,Brooklyn,Bedford-Stuyvesant,40.68569,-73.94465,Private room,50,2,2,7/1/2019,0.9,2,8
34249203,BK Cozy Couch,7817764,Karen,Brooklyn,Williamsburg,40.70197,-73.94131,Shared room,50,3,0,,,1,16
34285612,Cozy Bushwich Decatur 3F Room #4,258248138,Fanny,Brooklyn,Bushwick,40.68678,-73.90769,Private room,50,1,4,6/25/2019,1.88,2,160
34337649,Charming And Cozy Extra Large Private Room+Parking,70528858,Meital,Brooklyn,Sheepshead Bay,40.60111,-73.95702,Private room,50,2,7,6/21/2019,3.82,1,124
34345750,"Luxurious apartment, accessible 2 transportations",134762059,Renee,Brooklyn,Canarsie,40.63149,-73.90797,Private room,50,1,2,6/11/2019,0.88,2,365
34389680,Beautiful bedroom is Bushwick,221645033,Afrah,Brooklyn,Bushwick,40.70056,-73.9184,Private room,50,1,1,5/5/2019,0.45,5,328
34401135,Awesome Private Room,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68063,-73.91375,Private room,50,2,1,5/5/2019,0.45,10,361
34446800,Sunlit Brooklyn Bedroom perfect for Summer,117187237,Patrick,Brooklyn,Bushwick,40.70371,-73.92877,Private room,50,14,6,6/19/2019,5,1,0
34512123,Bedroom in central Bushwick,221645033,Afrah,Brooklyn,Bushwick,40.69958,-73.91979,Private room,50,1,3,6/15/2019,1.8,5,62
34539085,Master BR in luxury building - BROOKLYN,128601689,Todd,Brooklyn,Bushwick,40.70036,-73.92847,Private room,50,3,2,6/7/2019,1.71,1,39
34680877,Cozy bedroom in a spacious apt with a backyard,55026020,Jelena,Brooklyn,Gowanus,40.66694,-73.99405,Private room,50,15,0,,,1,0
34743257,"Quiet, Warm Room 47 Buffalo 1F Room#3",260072882,Sammy,Brooklyn,Bedford-Stuyvesant,40.67792,-73.92347,Private room,50,2,6,7/2/2019,3.91,2,83
34752945,Comfortable Bushwick bedroom,262091506,Christian,Brooklyn,Bushwick,40.68569,-73.90857,Private room,50,3,2,7/4/2019,2,1,97
34832415,Gay friendly,6503950,Rob,Brooklyn,Bushwick,40.69339,-73.90588,Private room,50,1,6,6/30/2019,4.74,2,311
34894939,Beautiful Bedroom in Bushwick,221645033,Afrah,Brooklyn,Bushwick,40.69867,-73.91968,Private room,50,1,0,,,5,329
34898663,Summer stay in Brooklyn,7028001,Pat,Brooklyn,Bedford-Stuyvesant,40.69474,-73.94963,Private room,50,4,0,,,1,9
34932465,Bright Bedstuy Bedroom,263228548,Alea,Brooklyn,Bedford-Stuyvesant,40.68716,-73.923,Private room,50,1,3,6/9/2019,2.73,1,0
34975296,Clean and quiet Room in brand new 2 BR apartment,263509965,Sebastian,Brooklyn,Bushwick,40.69707,-73.93201,Private room,50,1,9,7/7/2019,6.43,1,60
35037457,COZY PRIVATE ROOM / PRIVATE BATHROOM IN BROOKLYN,36712060,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69634,-73.93445,Private room,50,2,4,7/2/2019,4,1,0
35064014,Peaceful.,264128458,Nathaniel,Brooklyn,Fort Greene,40.69026,-73.97074,Private room,50,1,4,6/24/2019,3.08,1,336
35122841,Room by Prospect Park,124902025,Aprill,Brooklyn,Prospect-Lefferts Gardens,40.66234,-73.95777,Private room,50,3,0,,,1,92
35153060,Bushwick gem one block from the train Citibike,200182757,Rosie,Brooklyn,Bushwick,40.70685,-73.92149,Private room,50,4,3,6/16/2019,2.5,2,5
35162591,Master bedroom in Bed-Stuy,55601522,Will,Brooklyn,Bedford-Stuyvesant,40.67948,-73.94388,Private room,50,2,0,,,1,31
35199871,Yellow Room,63790926,Mehmet,Brooklyn,Bedford-Stuyvesant,40.6847,-73.93494,Private room,50,1,4,6/25/2019,3.75,1,349
35221421,IndÃ©pendant space in charming Williamsburg.,203946076,Harun,Brooklyn,Williamsburg,40.71651,-73.94213,Entire home/apt,50,3,2,6/17/2019,2,1,152
35448444,1BEAUTIFUL ROOM WITH AIR CONDITION SHEEPSHEAD BAY,102292061,Roman,Brooklyn,Sheepshead Bay,40.58625,-73.94591,Private room,50,1,8,7/5/2019,7.27,3,75
35513883,Cozy room in Brooklyn,204915695,Jian,Brooklyn,Sunset Park,40.63851,-74.00843,Private room,50,3,0,,,2,158
35516704,SUPER BRIGHT & SPACIOUS BROOKLYN GEM,81127692,Rauf,Brooklyn,Flatbush,40.64434,-73.95288,Private room,50,3,0,,,2,311
35517557,2 NICE ROMANTIC ROOM WITH AIR CONDITION BROOKLYN,102292061,Roman,Brooklyn,Sheepshead Bay,40.58567,-73.94501,Private room,50,1,6,7/4/2019,6,3,83
35518805,FLATBUSH PLACE TO STAY AND GO attractions nearby,267223765,Jarmel,Brooklyn,Flatbush,40.64685,-73.96102,Private room,50,1,3,6/26/2019,3,3,348
35563781,"FLATBUSH PLACE TO COME AND GO  
1 out of 2 listing",267223765,Jarmel,Brooklyn,Flatbush,40.64936,-73.96061,Private room,50,1,2,7/1/2019,2,3,342
35567504,Private room in big house in Bushwick,13064420,NicolÃ¡s,Brooklyn,Bushwick,40.69014,-73.91531,Private room,50,7,0,,,1,6
35615010,Cozy Private Room in Brooklyn!,103716352,Luanny,Brooklyn,Sunset Park,40.64699,-74.0156,Private room,50,1,0,,,1,28
35644795,Bed in a shared dormitory next to Brooklyn bridge,11182145,Kateryna,Brooklyn,Fort Greene,40.69334,-73.98179,Shared room,50,1,0,,,1,347
35753330,Cozy bedroom 25 min from Manhattan,127927020,Dmitry And Anya,Brooklyn,Crown Heights,40.67442,-73.92949,Private room,50,1,4,7/6/2019,4,3,364
35754234,Sunny and clean bedroom 25 min from Manhattan,127927020,Dmitry And Anya,Brooklyn,Crown Heights,40.67615,-73.93046,Private room,50,1,5,7/5/2019,5,3,361
